"매장","매장위치","카테고리","세부내용","시술 설명","매장URL","매장위도","매장경도","recovery_total_days","recovery_transition_day","오늘의 케어"
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 HB+ (하이쿡스) 4cc 1회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 HB+ (하이쿡스) 4cc 3회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 아이(손주사) 1cc","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 아이(손주사) 2cc","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 힐러(손주사) 2cc 1회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 힐러(손주사) 2cc 3회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 힐러(손주사) 4cc 1회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 힐러(손주사) 4cc 3회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 힐러(포텐자 펌핑팁) 2cc 1회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 힐러(포텐자 펌핑팁) 2cc 3회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 힐러(포텐자 펌핑팁) 4cc 1회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 힐러(포텐자 펌핑팁) 4cc 3회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 힐러(하이쿡스) 2cc 1회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 힐러(하이쿡스) 2cc 3회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 힐러(하이쿡스) 4cc 1회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리쥬란 힐러(하이쿡스) 4cc 3회","PDRN 성분으로 피부 재생 및 탄력 개선","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리투오 5cc 1회","피부 톤 개선 스킨부스터","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","리투오 5cc 3회","피부 톤 개선 스킨부스터","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","물광톡신 4cc 1회","보톡스+히알루론산으로 물광 피부 표현","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","물광톡신 4cc 3회","보톡스+히알루론산으로 물광 피부 표현","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","물톡스 1회","보톡스+히알루론산으로 물광 피부 표현","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","바디 브이올렛 3병 1회","얼굴·바디 윤곽 개선 볼륨 주사","https://dernaclinic.com/ko","37.500263","127.025797","5","2","볼륨이 자리 잡는 초기라 시술 부위가 붓거나 단단하게 느껴질 수 있어요, 오늘은 마사지나 압박 없이 편하게 두세요. 무리한 운동이나 사우나는 잠시 미루고 충분한 수분 섭취로 회복을 도와주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","바디 브이올렛 6병 1회","얼굴·바디 윤곽 개선 볼륨 주사","https://dernaclinic.com/ko","37.500263","127.025797","5","2","볼륨이 자리 잡는 초기라 시술 부위가 붓거나 단단하게 느껴질 수 있어요, 오늘은 마사지나 압박 없이 편하게 두세요. 무리한 운동이나 사우나는 잠시 미루고 충분한 수분 섭취로 회복을 도와주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","바디 조각 주사 100cc","지방분해 성분으로 라인 정리","https://dernaclinic.com/ko","37.500263","127.025797","5","2","지방 분해가 진행되며 붓기나 뭉침이 느껴질 수 있는 시기예요, 시술 부위를 세게 마사지하지 말고 물을 충분히 마셔 순환을 도와주세요. 음주와 자극적인 음식, 장시간 사우나는 오늘 하루 피해주시는 게 좋아요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","바디 조각 주사 10cc","지방분해 성분으로 라인 정리","https://dernaclinic.com/ko","37.500263","127.025797","5","2","지방 분해가 진행되며 붓기나 뭉침이 느껴질 수 있는 시기예요, 시술 부위를 세게 마사지하지 말고 물을 충분히 마셔 순환을 도와주세요. 음주와 자극적인 음식, 장시간 사우나는 오늘 하루 피해주시는 게 좋아요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","바디 조각 주사 200cc","지방분해 성분으로 라인 정리","https://dernaclinic.com/ko","37.500263","127.025797","5","2","지방 분해가 진행되며 붓기나 뭉침이 느껴질 수 있는 시기예요, 시술 부위를 세게 마사지하지 말고 물을 충분히 마셔 순환을 도와주세요. 음주와 자극적인 음식, 장시간 사우나는 오늘 하루 피해주시는 게 좋아요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","바디 조각 주사 20cc","지방분해 성분으로 라인 정리","https://dernaclinic.com/ko","37.500263","127.025797","5","2","지방 분해가 진행되며 붓기나 뭉침이 느껴질 수 있는 시기예요, 시술 부위를 세게 마사지하지 말고 물을 충분히 마셔 순환을 도와주세요. 음주와 자극적인 음식, 장시간 사우나는 오늘 하루 피해주시는 게 좋아요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","백옥주사 1회","미백 영양 주사","https://dernaclinic.com/ko","37.500263","127.025797","1","0","오늘은 충분한 수분과 휴식으로 컨디션을 채워주는 게 가장 중요해요. 주사를 맞은 부위에 멍이나 약간의 뻐근함이 있을 수 있으니 무리한 팔 운동은 잠시 피해주세요. 오늘 하루만 신경 써서 관리하면 내일부터는 평소처럼 지내도 괜찮아요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 관자 필러 1cc","관자놀이 꺼짐 볼륨 보충","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 관자 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 눈밑 필러 1cc","눈밑 꺼짐 볼륨 보충","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 눈밑 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 리바이브 1cc","피부 탄력 개선 스킨부스터","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 리바이브 2cc","피부 탄력 개선 스킨부스터","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 리바이브 3cc","피부 탄력 개선 스킨부스터","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 마리오네트 필러 1cc","입가 팔자주름(마리오네트 라인) 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 마리오네트 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 목주름 필러 1cc","목주름 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 목주름 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 앞광대 필러 1cc","볼·광대 볼륨 보충","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 앞광대 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 앞볼필러 1cc","볼·광대 볼륨 보충","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 앞볼필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 애교 필러 1cc","애교살 볼륨 형성","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 애교 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 옆볼 필러 1cc","볼·광대 볼륨 보충","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 옆볼 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 이마 필러 1cc","이마 볼륨 보충으로 매끈한 라인 형성","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 이마 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 인디언주름 필러 1cc","미간~눈가 인디언주름 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 인디언주름 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 코 디자인 필러 1cc","코 라인 정리 및 콧대 볼륨 형성","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 코 디자인 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 턱 필러 1cc","턱 라인 볼륨 및 길이 보정","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 턱 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","벨로테로 팔자 필러 1cc","팔자주름 개선","https://dernaclinic.com/ko","37.500263","127.025797","10","3","필러가 자리를 잡아가는 기간이라 벨로테로 팔자 필러 부위는 세게 누르거나 마사지하지 말고 부드럽게만 관리해주세요. 뜨거운 찜질, 사우나, 격한 운동처럼 붓기를 키울 수 있는 활동은 오늘은 쉬어가시고, 엎드려 자는 자세도 피해주세요. 시술 후 3일 정도는 위 사항을 신경 써주시고, 이후 10일차까지는 서서히 편안해질 거예요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","비타민C 주사 1회","비타민 영양 주사","https://dernaclinic.com/ko","37.500263","127.025797","1","0","오늘은 충분한 수분과 휴식으로 컨디션을 채워주는 게 가장 중요해요. 주사를 맞은 부위에 멍이나 약간의 뻐근함이 있을 수 있으니 무리한 팔 운동은 잠시 피해주세요. 오늘 하루만 신경 써서 관리하면 내일부터는 평소처럼 지내도 괜찮아요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","비타민D 주사 1회","비타민 영양 주사","https://dernaclinic.com/ko","37.500263","127.025797","1","0","오늘은 충분한 수분과 휴식으로 컨디션을 채워주는 게 가장 중요해요. 주사를 맞은 부위에 멍이나 약간의 뻐근함이 있을 수 있으니 무리한 팔 운동은 잠시 피해주세요. 오늘 하루만 신경 써서 관리하면 내일부터는 평소처럼 지내도 괜찮아요."
"더나클리닉","서울 서초구 서초대로77길 17 (BLOCK77)","약물·주사","셀르디엠 5cc 1회","피부 재생 스킨부스터","https://dernaclinic.com/ko","37.500263","127.025797","5","2","피부 결과 탄력이 서서히 개선되는 시기라 오늘은 자극적인 각질제거나 스크럽 없이 순한 세안과 보습으로만 관리해주세요. 주삿바늘 자국 주변에 작은 붉은 기나 오돌토돌함이 있을 수 있는데 억지로 짜거나 만지지 말고 자연스럽게 가라앉기를 기다려주세요. 시술 후 2일 정도는 위 사항을 신경 써주시고, 이후 5일차까지는 서서히 편안해질 거예요."
