target_date,city,district,temperature,weather_condition,uv_index,pm10_value,pm10_status
2026-08-11,부산,사하구,29.5,구름조금,높음,39,보통
2026-08-11,부산,금정구,28.8,구름조금,높음,33,보통
2026-08-11,부산,강서구,29.7,맑음,매우 높음,40,보통
2026-08-11,부산,연제구,29.4,구름조금,높음,38,보통
2026-08-11,부산,수영구,29.6,구름조금,높음,39,보통
2026-08-11,부산,사상구,29.6,구름조금,높음,39,보통
2026-08-11,부산,기장군,28.9,구름조금,높음,34,보통
2026-08-01,대구,중구,31.2,맑음,매우 높음,48,보통
2026-08-01,대구,동구,31.5,맑음,매우 높음,50,보통
2026-08-01,대구,서구,31.3,맑음,매우 높음,49,보통
2026-08-01,대구,남구,30.9,맑음,매우 높음,46,보통
2026-08-01,대구,북구,31.6,맑음,매우 높음,51,보통
2026-08-01,대구,수성구,31.8,맑음,매우 높음,52,보통
2026-08-01,대구,달서구,31.7,맑음,매우 높음,51,보통
2026-08-01,대구,달성군,31.4,맑음,매우 높음,49,보통
2026-08-02,대구,중구,31.5,맑음,매우 높음,50,보통
2026-08-02,대구,동구,31.8,맑음,매우 높음,52,보통
2026-08-02,대구,서구,31.6,맑음,매우 높음,51,보통
2026-08-02,대구,남구,31.2,맑음,매우 높음,48,보통
2026-08-02,대구,북구,31.9,맑음,매우 높음,53,보통
2026-08-02,대구,수성구,32.1,맑음,매우 높음,54,보통
2026-08-02,대구,달서구,32.0,맑음,매우 높음,53,보통
2026-08-02,대구,달성군,31.7,맑음,매우 높음,51,보통
2026-08-03,대구,중구,31.8,맑음,매우 높음,52,보통
2026-08-03,대구,동구,32.1,맑음,매우 높음,54,보통
2026-08-03,대구,서구,31.9,맑음,매우 높음,53,보통
2026-08-03,대구,남구,31.5,맑음,매우 높음,50,보통
2026-08-03,대구,북구,32.2,맑음,매우 높음,55,보통
2026-08-03,대구,수성구,32.4,맑음,매우 높음,56,보통
2026-08-03,대구,달서구,32.3,맑음,매우 높음,55,보통
2026-08-03,대구,달성군,32.0,맑음,매우 높음,53,보통
2026-08-04,대구,중구,32.0,맑음,매우 높음,53,보통
2026-08-04,대구,동구,32.3,맑음,매우 높음,55,보통
2026-08-04,대구,서구,32.1,맑음,매우 높음,54,보통
2026-08-04,대구,남구,31.7,맑음,매우 높음,51,보통
2026-08-04,대구,북구,32.4,맑음,매우 높음,56,보통
2026-08-04,대구,수성구,32.6,맑음,매우 높음,57,보통
2026-08-04,대구,달서구,32.5,맑음,매우 높음,56,보통
2026-08-04,대구,달성군,32.2,맑음,매우 높음,54,보통
2026-08-05,대구,중구,31.9,맑음,매우 높음,52,보통
2026-08-05,대구,동구,32.2,맑음,매우 높음,54,보통
2026-08-05,대구,서구,32.0,맑음,매우 높음,53,보통
2026-08-05,대구,남구,31.6,맑음,매우 높음,50,보통
2026-08-05,대구,북구,32.3,맑음,매우 높음,55,보통
2026-08-05,대구,수성구,32.5,맑음,매우 높음,56,보통
2026-08-05,대구,달서구,32.4,맑음,매우 높음,55,보통
2026-08-05,대구,달성군,32.1,맑음,매우 높음,53,보통
2026-08-06,대구,중구,31.7,맑음,매우 높음,51,보통
2026-08-06,대구,동구,32.0,맑음,매우 높음,53,보통
2026-08-06,대구,서구,31.8,맑음,매우 높음,52,보통
2026-08-06,대구,남구,31.4,맑음,매우 높음,49,보통
2026-08-06,대구,북구,32.1,맑음,매우 높음,54,보통
2026-08-06,대구,수성구,32.3,맑음,매우 높음,55,보통
2026-08-06,대구,달서구,32.2,맑음,매우 높음,54,보통
2026-08-06,대구,달성군,31.9,맑음,매우 높음,52,보통
2026-08-07,대구,중구,32.1,맑음,매우 높음,53,보통
2026-08-07,대구,동구,32.4,맑음,매우 높음,55,보통
2026-08-07,대구,서구,32.2,맑음,매우 높음,54,보통
2026-08-07,대구,남구,31.8,맑음,매우 높음,51,보통
2026-08-07,대구,북구,32.5,맑음,매우 높음,56,보통
2026-08-07,대구,수성구,32.7,맑음,매우 높음,57,보통
2026-08-07,대구,달서구,32.6,맑음,매우 높음,56,보통
2026-08-07,대구,달성군,32.3,맑음,매우 높음,54,보통
2026-08-08,대구,중구,32.3,맑음,매우 높음,54,보통
2026-08-08,대구,동구,32.6,맑음,매우 높음,56,보통
2026-08-08,대구,서구,32.4,맑음,매우 높음,55,보통
2026-08-08,대구,남구,32.0,맑음,매우 높음,52,보통
2026-08-08,대구,북구,32.7,맑음,매우 높음,57,보통
2026-08-08,대구,수성구,32.9,맑음,매우 높음,58,보통
2026-08-08,대구,달서구,32.8,맑음,매우 높음,57,보통
2026-08-08,대구,달성군,32.5,맑음,매우 높음,55,보통
2026-08-09,대구,중구,32.0,맑음,매우 높음,52,보통
2026-08-09,대구,동구,32.3,맑음,매우 높음,54,보통
2026-08-09,대구,서구,32.1,맑음,매우 높음,53,보통
2026-08-09,대구,남구,31.7,맑음,매우 높음,50,보통
2026-08-09,대구,북구,32.4,맑음,매우 높음,55,보통
2026-08-09,대구,수성구,32.6,맑음,매우 높음,56,보통
2026-08-09,대구,달서구,32.5,맑음,매우 높음,55,보통
2026-08-09,대구,달성군,32.2,맑음,매우 높음,53,보통
2026-08-10,대구,중구,32.2,맑음,매우 높음,53,보통
2026-08-10,대구,동구,32.5,맑음,매우 높음,55,보통
2026-08-10,대구,서구,32.3,맑음,매우 높음,54,보통
2026-08-10,대구,남구,31.9,맑음,매우 높음,51,보통
2026-08-10,대구,북구,32.6,맑음,매우 높음,56,보통
2026-08-10,대구,수성구,32.8,맑음,매우 높음,57,보통
2026-08-10,대구,달서구,32.7,맑음,매우 높음,56,보통
2026-08-10,대구,달성군,32.4,맑음,매우 높음,54,보통
2026-08-11,대구,중구,32.1,맑음,매우 높음,51,보통
2026-08-11,대구,동구,32.4,맑음,매우 높음,53,보통
2026-08-11,대구,서구,32.2,맑음,매우 높음,52,보통
2026-08-11,대구,남구,31.8,맑음,매우 높음,49,보통
2026-08-11,대구,북구,32.5,맑음,매우 높음,54,보통
2026-08-11,대구,수성구,32.7,맑음,매우 높음,55,보통
2026-08-11,대구,달서구,32.6,맑음,매우 높음,54,보통
2026-08-11,대구,달성군,32.3,맑음,매우 높음,52,보통
2026-08-01,인천,중구,27.5,구름조금,높음,29,좋음
2026-08-01,인천,동구,27.6,구름조금,높음,30,좋음
2026-08-01,인천,미추홀구,27.7,구름조금,높음,31,좋음
2026-08-01,인천,연수구,27.9,구름조금,높음,32,좋음
2026-08-01,인천,남동구,28.1,구름조금,높음,33,보통
2026-08-01,인천,부평구,28.4,구름조금,높음,35,보통
2026-08-01,인천,계양구,28.2,구름조금,높음,34,보통
2026-08-01,인천,서구,28.3,구름조금,높음,34,보통
2026-08-01,인천,강화군,27.0,구름조금,높음,26,좋음
2026-08-01,인천,옹진군,25.9,구름조금,보통,23,좋음
2026-08-02,인천,중구,27.8,맑음,높음,31,좋음
2026-08-02,인천,동구,27.9,맑음,높음,32,좋음
2026-08-02,인천,미추홀구,28.0,맑음,높음,33,보통
2026-08-02,인천,연수구,28.2,맑음,높음,34,보통
2026-08-02,인천,남동구,28.4,맑음,높음,35,보통
2026-08-02,인천,부평구,28.7,맑음,높음,37,보통
2026-08-02,인천,계양구,28.5,맑음,높음,36,보통
2026-08-02,인천,서구,28.6,맑음,높음,36,보통
2026-08-02,인천,강화군,27.3,맑음,높음,28,좋음
2026-08-02,인천,옹진군,26.2,맑음,보통,25,좋음
2026-08-03,인천,중구,28.0,구름조금,높음,32,보통
2026-08-03,인천,동구,28.1,구름조금,높음,33,보통
2026-08-03,인천,미추홀구,28.2,구름조금,높음,34,보통
2026-08-03,인천,연수구,28.4,구름조금,높음,35,보통
2026-08-03,인천,남동구,28.6,구름조금,높음,36,보통
2026-08-03,인천,부평구,28.9,구름조금,높음,38,보통
2026-08-03,인천,계양구,28.7,구름조금,높음,37,보통
2026-08-03,인천,서구,28.8,구름조금,높음,37,보통
2026-08-03,인천,강화군,27.5,구름조금,높음,29,좋음
2026-08-03,인천,옹진군,26.4,구름조금,보통,26,좋음
2026-08-04,인천,중구,28.1,구름조금,높음,33,보통
2026-08-04,인천,동구,28.2,구름조금,높음,34,보통
2026-08-04,인천,미추홀구,28.3,구름조금,높음,35,보통
2026-08-04,인천,연수구,28.5,구름조금,높음,36,보통
2026-08-04,인천,남동구,28.7,구름조금,높음,37,보통
2026-08-04,인천,부평구,29.0,구름조금,높음,39,보통
2026-08-04,인천,계양구,28.8,구름조금,높음,38,보통
2026-08-04,인천,서구,28.9,구름조금,높음,38,보통
2026-08-04,인천,강화군,27.6,구름조금,높음,30,좋음
2026-08-04,인천,옹진군,26.5,구름조금,보통,26,좋음
2026-08-05,인천,중구,27.9,구름조금,높음,32,보통
2026-08-05,인천,동구,28.0,구름조금,높음,33,보통
2026-08-05,인천,미추홀구,28.1,구름조금,높음,34,보통
2026-08-05,인천,연수구,28.3,구름조금,높음,35,보통
2026-08-05,인천,남동구,28.5,구름조금,높음,36,보통
2026-08-05,인천,부평구,28.8,구름조금,높음,38,보통
2026-08-05,인천,계양구,28.6,구름조금,높음,37,보통
2026-08-05,인천,서구,28.7,구름조금,높음,37,보통
2026-08-05,인천,강화군,27.4,구름조금,높음,29,좋음
2026-08-05,인천,옹진군,26.3,구름조금,보통,25,좋음
2026-08-06,인천,중구,27.7,구름조금,높음,31,좋음
2026-08-06,인천,동구,27.8,구름조금,높음,32,좋음
2026-08-06,인천,미추홀구,27.9,구름조금,높음,33,보통
2026-08-06,인천,연수구,28.1,구름조금,높음,34,보통
2026-08-06,인천,남동구,28.3,구름조금,높음,35,보통
2026-08-06,인천,부평구,28.6,구름조금,높음,37,보통
2026-08-06,인천,계양구,28.4,구름조금,높음,36,보통
2026-08-06,인천,서구,28.5,구름조금,높음,36,보통
2026-08-06,인천,강화군,27.2,구름조금,높음,28,좋음
2026-08-06,인천,옹진군,26.1,구름조금,보통,24,좋음
2026-08-07,인천,중구,28.2,맑음,높음,34,보통
2026-08-07,인천,동구,28.3,맑음,높음,35,보통
2026-08-07,인천,미추홀구,28.4,맑음,높음,36,보통
2026-08-07,인천,연수구,28.6,맑음,높음,37,보통
2026-08-07,인천,남동구,28.8,맑음,높음,38,보통
2026-08-07,인천,부평구,29.1,맑음,매우 높음,40,보통
2026-08-07,인천,계양구,28.9,맑음,높음,39,보통
2026-08-07,인천,서구,29.0,맑음,매우 높음,39,보통
2026-08-07,인천,강화군,27.7,맑음,높음,31,좋음
2026-08-07,인천,옹진군,26.6,맑음,보통,27,좋음
2026-08-08,인천,중구,28.3,맑음,높음,35,보통
2026-08-08,인천,동구,28.4,맑음,높음,36,보통
2026-08-08,인천,미추홀구,28.5,맑음,높음,37,보통
2026-08-08,인천,연수구,28.7,맑음,높음,38,보통
2026-08-08,인천,남동구,28.9,맑음,높음,39,보통
2026-08-08,인천,부평구,29.2,맑음,매우 높음,41,보통
2026-08-08,인천,계양구,29.0,맑음,높음,40,보통
2026-08-08,인천,서구,29.1,맑음,매우 높음,40,보통
2026-08-08,인천,강화군,27.8,맑음,높음,32,좋음
2026-08-08,인천,옹진군,26.7,맑음,보통,28,좋음
2026-08-09,인천,중구,28.1,구름조금,높음,34,보통
2026-08-09,인천,동구,28.2,구름조금,높음,34,보통
2026-08-09,인천,미추홀구,28.3,구름조금,높음,35,보통
2026-08-09,인천,연수구,28.5,구름조금,높음,36,보통
2026-08-09,인천,남동구,28.7,구름조금,높음,37,보통
2026-08-09,인천,부평구,29.0,구름조금,높음,39,보통
2026-08-09,인천,계양구,28.8,구름조금,높음,38,보통
2026-08-09,인천,서구,28.9,구름조금,높음,38,보통
2026-08-09,인천,강화군,27.6,구름조금,높음,30,좋음
2026-08-09,인천,옹진군,26.5,구름조금,보통,27,좋음
2026-08-10,인천,중구,28.3,구름조금,높음,35,보통
2026-08-10,인천,동구,28.4,구름조금,높음,34,보통
2026-08-10,인천,미추홀구,28.5,구름조금,높음,35,보통
2026-08-10,인천,연수구,28.7,구름조금,높음,36,보통
2026-08-10,인천,남동구,28.9,구름조금,높음,37,보통
2026-08-10,인천,부평구,29.2,구름조금,높음,39,보통
2026-08-10,인천,계양구,29.0,구름조금,높음,38,보통
2026-08-10,인천,서구,29.1,구름조금,높음,38,보통
2026-08-10,인천,강화군,27.8,구름조금,높음,31,좋음
2026-08-10,인천,옹진군,26.7,구름조금,보통,27,좋음
2026-08-11,인천,중구,28.5,구름조금,높음,33,보통
2026-08-11,인천,동구,28.6,구름조금,높음,34,보통
2026-08-11,인천,미추홀구,28.7,구름조금,높음,35,보통
2026-08-11,인천,연수구,28.9,구름조금,높음,36,보통
2026-08-11,인천,남동구,29.1,구름조금,높음,37,보통
2026-08-11,인천,부평구,29.4,구름조금,높음,39,보통
2026-08-11,인천,계양구,29.2,구름조금,높음,38,보통
2026-08-11,인천,서구,29.3,구름조금,높음,38,보통
2026-08-11,인천,강화군,28.0,구름조금,높음,30,좋음
2026-08-11,인천,옹진군,26.9,구름조금,보통,27,좋음
2026-08-01,광주,동구,29.8,맑음,높음,40,보통
2026-08-01,광주,서구,30.1,맑음,높음,41,보통
2026-08-01,광주,남구,29.6,맑음,높음,39,보통
2026-08-01,광주,북구,30.2,맑음,높음,42,보통
2026-08-01,광주,광산구,30.3,맑음,높음,43,보통
2026-08-02,광주,동구,30.1,맑음,높음,41,보통
2026-08-02,광주,서구,30.4,맑음,높음,43,보통
2026-08-02,광주,남구,29.9,맑음,높음,40,보통
2026-08-02,광주,북구,30.5,맑음,높음,44,보통
2026-08-02,광주,광산구,30.6,맑음,높음,45,보통
2026-08-03,광주,동구,30.3,맑음,매우 높음,43,보통
2026-08-03,광주,서구,30.6,맑음,매우 높음,45,보통
2026-08-03,광주,남구,30.1,맑음,매우 높음,42,보통
2026-08-03,광주,북구,30.7,맑음,매우 높음,46,보통
2026-08-03,광주,광산구,30.8,맑음,매우 높음,47,보통
2026-08-04,광주,동구,30.5,맑음,매우 높음,44,보통
2026-08-04,광주,서구,30.8,맑음,매우 높음,46,보통
2026-08-04,광주,남구,30.3,맑음,매우 높음,43,보통
2026-08-04,광주,북구,30.9,맑음,매우 높음,47,보통
2026-08-04,광주,광산구,31.0,맑음,매우 높음,48,보통
2026-08-05,광주,동구,30.4,맑음,매우 높음,43,보통
2026-08-05,광주,서구,30.7,맑음,매우 높음,45,보통
2026-08-05,광주,남구,30.2,맑음,매우 높음,42,보통
2026-08-05,광주,북구,30.8,맑음,매우 높음,46,보통
2026-08-05,광주,광산구,30.9,맑음,매우 높음,47,보통
2026-08-06,광주,동구,30.2,구름조금,높음,41,보통
2026-08-06,광주,서구,30.5,구름조금,높음,43,보통
2026-08-06,광주,남구,30.0,구름조금,높음,40,보통
2026-08-06,광주,북구,30.6,구름조금,높음,44,보통
2026-08-06,광주,광산구,30.7,구름조금,높음,45,보통
2026-08-07,광주,동구,30.6,맑음,매우 높음,45,보통
2026-08-07,광주,서구,30.9,맑음,매우 높음,47,보통
2026-08-07,광주,남구,30.4,맑음,매우 높음,44,보통
2026-08-07,광주,북구,31.0,맑음,매우 높음,48,보통
2026-08-07,광주,광산구,31.1,맑음,매우 높음,49,보통
2026-08-08,광주,동구,30.7,맑음,매우 높음,46,보통
2026-08-08,광주,서구,31.0,맑음,매우 높음,48,보통
2026-08-08,광주,남구,30.5,맑음,매우 높음,45,보통
2026-08-08,광주,북구,31.1,맑음,매우 높음,49,보통
2026-08-08,광주,광산구,31.2,맑음,매우 높음,50,보통
2026-08-09,광주,동구,30.5,구름조금,높음,44,보통
2026-08-09,광주,서구,30.8,구름조금,높음,46,보통
2026-08-09,광주,남구,30.3,구름조금,높음,43,보통
2026-08-09,광주,북구,30.9,구름조금,높음,47,보통
2026-08-09,광주,광산구,31.0,구름조금,높음,48,보통
2026-08-10,광주,동구,30.7,맑음,매우 높음,45,보통
2026-08-10,광주,서구,31.0,맑음,매우 높음,47,보통
2026-08-10,광주,남구,30.5,맑음,매우 높음,44,보통
2026-08-10,광주,북구,31.1,맑음,매우 높음,48,보통
2026-08-10,광주,광산구,31.2,맑음,매우 높음,49,보통
2026-08-11,광주,동구,30.5,맑음,매우 높음,43,보통
2026-08-11,광주,서구,30.8,맑음,매우 높음,45,보통
2026-08-11,광주,남구,30.3,맑음,매우 높음,42,보통
2026-08-11,광주,북구,30.9,맑음,매우 높음,46,보통
2026-08-11,광주,광산구,31.0,맑음,매우 높음,47,보통
2026-08-12,서울,종로구,31.0,맑음,매우 높음,45,보통
2026-08-12,서울,중구,31.2,맑음,매우 높음,46,보통
2026-08-12,서울,용산구,30.8,구름조금,높음,42,보통
2026-08-12,서울,성동구,30.9,구름조금,높음,43,보통
2026-08-12,서울,광진구,30.5,구름조금,높음,41,보통
2026-08-12,서울,동대문구,31.3,맑음,매우 높음,46,보통
2026-08-12,서울,중랑구,30.2,구름조금,높음,39,보통
2026-08-12,서울,성북구,30.7,구름조금,높음,42,보통
2026-08-12,서울,강북구,30.0,구름조금,높음,38,보통
2026-08-12,서울,도봉구,29.8,구름조금,높음,37,보통
2026-08-12,서울,노원구,29.9,구름조금,높음,38,보통
2026-08-12,서울,은평구,30.1,구름조금,높음,39,보통
2026-08-12,서울,서대문구,30.4,구름조금,높음,41,보통
2026-08-12,서울,마포구,30.6,구름조금,높음,42,보통
2026-08-12,서울,양천구,30.9,맑음,매우 높음,44,보통
2026-08-12,서울,강서구,30.8,맑음,매우 높음,43,보통
2026-08-12,서울,구로구,30.5,구름조금,높음,41,보통
2026-08-12,서울,금천구,30.6,구름조금,높음,42,보통
2026-08-12,서울,영등포구,31.1,맑음,매우 높음,45,보통
2026-08-12,서울,동작구,30.7,구름조금,높음,43,보통
2026-08-12,서울,관악구,30.3,구름조금,높음,40,보통
2026-08-12,서울,서초구,31.2,맑음,매우 높음,46,보통
2026-08-12,서울,강남구,31.5,맑음,매우 높음,48,보통
2026-08-12,서울,송파구,31.3,맑음,매우 높음,47,보통
2026-08-12,서울,강동구,31.0,맑음,매우 높음,45,보통
2026-08-12,부산,중구,29.5,구름조금,높음,38,보통
2026-08-12,부산,서구,29.3,구름조금,높음,37,보통
2026-08-12,부산,동구,29.6,구름조금,높음,39,보통
2026-08-12,부산,영도구,29.0,구름조금,높음,35,보통
2026-08-12,부산,부산진구,30.0,구름조금,높음,41,보통
2026-08-12,부산,동래구,29.8,구름조금,높음,40,보통
2026-08-12,부산,남구,29.5,구름조금,높음,38,보통
2026-08-12,부산,북구,30.4,맑음,매우 높음,44,보통
2026-08-12,부산,해운대구,29.7,구름조금,높음,40,보통
2026-08-12,부산,사하구,30.1,구름조금,높음,42,보통
2026-08-12,부산,금정구,29.2,구름조금,높음,36,보통
2026-08-12,부산,강서구,30.3,맑음,매우 높음,43,보통
2026-08-12,부산,연제구,29.9,구름조금,높음,41,보통
2026-08-12,부산,수영구,30.1,구름조금,높음,42,보통
2026-08-12,부산,사상구,30.1,구름조금,높음,42,보통
2026-08-12,부산,기장군,29.4,구름조금,높음,37,보통
2026-08-12,대구,중구,33.1,맑음,위험,56,보통
2026-08-12,대구,동구,33.4,맑음,위험,58,보통
2026-08-12,대구,서구,33.2,맑음,위험,57,보통
2026-08-12,대구,남구,32.8,맑음,매우 높음,54,보통
2026-08-12,대구,북구,33.5,맑음,위험,59,보통
2026-08-12,대구,수성구,33.7,맑음,위험,60,보통
2026-08-12,대구,달서구,33.6,맑음,위험,59,보통
2026-08-12,대구,달성군,33.3,맑음,위험,57,보통
2026-08-12,인천,중구,29.0,구름조금,높음,35,보통
2026-08-12,인천,동구,29.1,구름조금,높음,36,보통
2026-08-12,인천,미추홀구,29.2,구름조금,높음,37,보통
2026-08-12,인천,연수구,29.4,구름조금,높음,38,보통
2026-08-12,인천,남동구,29.6,구름조금,높음,39,보통
2026-08-12,인천,부평구,29.9,구름조금,높음,41,보통
2026-08-12,인천,계양구,29.7,구름조금,높음,40,보통
2026-08-12,인천,서구,29.8,구름조금,높음,40,보통
2026-08-12,인천,강화군,28.5,구름조금,높음,32,보통
2026-08-12,인천,옹진군,27.4,구름조금,보통,29,좋음
2026-08-12,광주,동구,31.2,맑음,매우 높음,46,보통
2026-08-12,광주,서구,31.5,맑음,매우 높음,48,보통
2026-08-12,광주,남구,31.0,맑음,매우 높음,45,보통
2026-08-12,광주,북구,31.6,맑음,매우 높음,49,보통
2026-08-12,광주,광산구,31.7,맑음,매우 높음,50,보통
